gene_id	gene_symbol	source_index	hvg_score
ENSG00000162367	TAL1	964	3.35278206055581
ENSG00000121931	LRIF1	1549	3.35239882765364
ENSG00000008294	SPAG9	27349	3.35129078051357
ENSG00000035862	TIMP2	27763	3.35090630614106
ENSG00000010318	PHF7	5962	3.33979107616406
ENSG00000139629	GALNT6	20694	3.33811389492105
ENSG00000165650	PDZD8	17968	3.3367801442809
ENSG00000063601	MTMR1	14164	3.33528871768821
ENSG00000175455	CCDC14	6395	3.33214452024486
ENSG00000170776	AKAP13	24348	3.33158020157018
ENSG00000226508	AC104655.3	4218	3.32452754969451
ENSG00000137434	C6orf52	10279	3.32323449810182
ENSG00000133302	ANKRD32	9221	3.32283040219773
ENSG00000169385	RNASE2	22455	3.3210171314946
ENSG00000143545	RAB13	1989	3.31880326566739
ENSG00000173905	GOLIM4	6797	3.31743375988507
ENSG00000068724	TTC7A	3708	3.31635961129152
ENSG00000099889	ARVCF	31604	3.31294736684354
ENSG00000204120	GIGYF2	5257	3.31142720894795
ENSG00000254092	RP11-369E15.3	14495	3.30978996788647
ENSG00000116786	PLEKHM2	339	3.3091382016019
ENSG00000137478	FCHSD2	19374	3.30276309812352
ENSG00000122643	NT5C3A	12132	3.28498243872204
ENSG00000101440	ASIP	28930	3.28498041517689
ENSG00000182504	CEP97	6217	3.2790664356984
ENSG00000180871	CXCR2	5088	3.27818765841992
ENSG00000198624	CCDC69	9817	3.27770479015356
ENSG00000198178	CLEC4C	20209	3.27492811370709
ENSG00000135720	DYNC1LI2	25569	3.27451923645252
ENSG00000260274	RP11-817O13.8	24189	3.27425287510067
ENSG00000088881	EBF4	28616	3.27137852597852
ENSG00000020426	MNAT1	22893	3.27084981371206
ENSG00000255139	AP000442.1	18923	3.27084902153723
ENSG00000169057	MECP2	14237	3.26754731485687
ENSG00000141858	SAMD1	29966	3.26577252974209
ENSG00000167633	KIR3DL1	31217	3.26503397397111
ENSG00000273008	RP11-351D16.3	17219	3.26244490994716
ENSG00000175538	KCNE3	19403	3.26244264969374
ENSG00000163534	FCRL1	2122	3.26165495584539
ENSG00000189190	ZNF600	31132	3.25309538086167
ENSG00000176533	GNG7	29516	3.25222304297488
ENSG00000179979	CRIPAK	7176	3.24683335470402
ENSG00000143164	DCAF6	2310	3.24310009848718
ENSG00000166128	RAB8B	23993	3.23810208476929
ENSG00000149091	DGKZ	18750	3.23765949321268
ENSG00000108370	RGS9	27529	3.23427468974796
ENSG00000128159	TUBGCP6	32200	3.23354392109393
ENSG00000184226	PCDH9	22125	3.2301862465723
ENSG00000119684	MLH3	23073	3.22649355278356
ENSG00000230747	AC021188.4	4112	3.22544974119089
ENSG00000264364	DYNLL2	27405	3.22540000047413
ENSG00000183621	ZNF438	17150	3.2253406051957
ENSG00000205784	ARRDC5	29612	3.22205870965628
ENSG00000186827	TNFRSF4	53	3.22189513261142
ENSG00000125434	SLC25A35	26329	3.22186050084103
ENSG00000115758	ODC1	3327	3.21891974710795
ENSG00000185112	FAM43A	7067	3.21687230662088
ENSG00000077238	IL4R	25108	3.21313610347413
ENSG00000197057	DTHD1	7429	3.209025790759
ENSG00000181045	SLC26A11	27792	3.20717173413896
ENSG00000117632	STMN1	545	3.19736822820777
ENSG00000108292	MLLT6	26891	3.19259246566171
ENSG00000064933	PMS1	4845	3.19048571594258
ENSG00000206573	SETD5-AS1	5464	3.18890429196915
ENSG00000086288	NME8	12169	3.18889913302411
ENSG00000272906	RP11-533E19.7	2434	3.18845886437297
ENSG00000140398	NEIL1	24186	3.18818823031283
ENSG00000167641	PPP1R14A	30509	3.18198848933376
ENSG00000025800	KPNA6	678	3.17927360129614
ENSG00000147394	ZNF185	14196	3.17764286784742
ENSG00000026559	KCNG1	29191	3.17673668197305
ENSG00000225190	PLEKHM1	27182	3.17468731883539
ENSG00000143842	SOX13	2665	3.17393848947941
ENSG00000198589	LRBA	8216	3.16762088120954
ENSG00000157259	GATAD1	12519	3.1664093963432
ENSG00000183354	KIAA2026	15682	3.16484188348965
ENSG00000153395	LPCAT1	8538	3.1646494873082
ENSG00000141736	ERBB2	26927	3.16241080740848
ENSG00000180539	C9orf139	16818	3.16120073418012
ENSG00000026652	AGPAT4	11704	3.16002474895787
ENSG00000123091	RNF11	999	3.15912074159242
ENSG00000260526	RP11-73K9.2	7978	3.15296961906431
ENSG00000058668	ATP2B4	2659	3.14600639105038
ENSG00000100292	HMOX1	31910	3.14465189836426
ENSG00000132024	CC2D1A	29956	3.13964728563986
ENSG00000123684	LPGAT1	2781	3.13449479263875
ENSG00000138834	MAPK8IP3	24657	3.12761958756215
ENSG00000182253	SYNM	24505	3.12513518975967
ENSG00000149218	ENDOD1	19589	3.11766114557538
ENSG00000090470	PDCD7	24029	3.11540163699056
ENSG00000123933	MXD4	7194	3.11474777418689
ENSG00000088179	PTPN4	4366	3.11449798196678
ENSG00000035403	VCL	17517	3.11179463682577
ENSG00000164880	INTS1	11836	3.1112352864861
ENSG00000262202	SNORD3D	26529	3.11042823747636
ENSG00000167644	C19orf33	30511	3.10955744350622
ENSG00000088827	SIGLEC1	28639	3.10784490070234
ENSG00000134909	ARHGAP32	20002	3.10768829263512
ENSG00000152969	JAKMIP1	7239	3.1056391271
ENSG00000103254	FAM173A	24604	3.09618245160566
ENSG00000246705	H2AFJ	20346	3.09514450586095
ENSG00000188322	SBK1	25117	3.09505411211953
ENSG00000145730	PAM	9278	3.0937810462044
ENSG00000131018	SYNE1	11622	3.09263414117398
ENSG00000177981	ASB8	20598	3.090197113741
ENSG00000152818	UTRN	11553	3.0842665171841
ENSG00000130309	COLGALT1	30096	3.08324104635923
ENSG00000186350	RXRA	16738	3.07838693225699
ENSG00000078902	TOLLIP	18202	3.0767877179088
ENSG00000160593	AMICA1	19798	3.07673263894291
ENSG00000102781	KATNAL1	21895	3.07466122701598
ENSG00000128040	SPINK2	7588	3.07078209112827
ENSG00000127947	PTPN12	12444	3.06931545593446
ENSG00000146859	TMEM140	12957	3.06638483109677
ENSG00000106123	EPHB6	13039	3.06546347837377
ENSG00000145649	GZMA	8890	3.06472424032072
ENSG00000135114	OASL	21568	3.06075751430307
ENSG00000105127	AKAP8	30008	3.05480995460728
ENSG00000137103	TMEM8B	15904	3.050010653965
ENSG00000272870	RP11-798M19.6	8357	3.04382874327299
ENSG00000260065	CTA-445C9.15	31759	3.03829811740825
ENSG00000167613	LAIR1	31200	3.03660703667792
ENSG00000138639	ARHGAP24	7803	3.03637996996888
ENSG00000106415	GLCCI1	11929	3.03592450120074
ENSG00000121766	ZCCHC17	653	3.03346870855112
ENSG00000188215	DCUN1D3	25025	3.03320615023119
ENSG00000143793	C1orf35	2941	3.02770501302356
ENSG00000130726	TRIM28	31414	3.02766382962739
ENSG00000002933	TMEM176A	13133	3.02721656532165
ENSG00000186407	CD300E	27634	3.02567374624017
ENSG00000137642	SORL1	19878	3.02234120249005
ENSG00000105426	PTPRS	29614	3.02213062510241
ENSG00000162104	ADCY9	24790	3.01392404154006
ENSG00000135637	CCDC142	3971	3.01131913723975
ENSG00000132819	RBM38	29243	3.00988689064035
ENSG00000110090	CPT1A	19290	3.00983065613134
ENSG00000182472	CAPN12	30532	3.00691635422342
ENSG00000197846	HIST1H2BF	10428	3.00414054299903
ENSG00000260000	RP3-467N11.1	11236	3.00277480443922
ENSG00000103313	MEFV	24771	2.99678721715003
ENSG00000101654	RNMT	28093	2.99670715615376
ENSG00000164610	RP9	12133	2.99575428030757
ENSG00000265185	SNORD3B-1	26524	2.99458503126446
ENSG00000134215	VAV3	1468	2.99062907136342
ENSG00000121716	PILRB	12627	2.98730629864718
ENSG00000123143	PKN1	29979	2.98700179606872
ENSG00000236609	ZNF853	11911	2.985443479521
ENSG00000138735	PDE5A	8021	2.98434661801751
ENSG00000174276	ZNHIT2	19138	2.97290695363672
ENSG00000114315	HES1	7052	2.96954537450451
ENSG00000125503	PPP1R12C	31233	2.96937834117943
ENSG00000130723	PRRC2B	16689	2.96643854000933
ENSG00000082293	COL19A1	11052	2.96484070282758
ENSG00000262420	RP11-490O6.2	24890	2.96284001173508
ENSG00000131042	LILRB2	31195	2.96018192529308
ENSG00000198909	MAP3K3	27494	2.95942357355296
ENSG00000268027	AC006129.2	30644	2.95735607364079
ENSG00000159958	TNFRSF13C	32076	2.95607127516969
ENSG00000026950	BTN3A1	10443	2.95542986903069
ENSG00000184178	SCFD2	7546	2.95369743698164
ENSG00000119906	FAM178A	17807	2.94979894485586
ENSG00000186635	ARAP1	19369	2.94910003358205
ENSG00000185955	C7orf61	12634	2.94286397061196
ENSG00000248712	CCDC153	19845	2.94129560242352
ENSG00000175197	DDIT3	20934	2.93943444534449
ENSG00000160796	NBEAL2	5810	2.9393882403341
ENSG00000145041	VPRBP	5929	2.93897722473957
ENSG00000160991	ORAI2	12683	2.93716537096073
ENSG00000247498	RP11-392P7.6	20328	2.93538892841786
ENSG00000138002	IFT172	3523	2.93145585354117
ENSG00000129667	RHBDF2	27712	2.92516433997672
ENSG00000198846	TOX	14858	2.92321228397891
ENSG00000164574	GALNT10	9840	2.91864045987614
ENSG00000111537	IFNG	21037	2.91513352732518
ENSG00000269514	DKFZP779L1853	20600	2.91507076930639
ENSG00000267289	CTD-2623N2.11	29783	2.91014245482727
ENSG00000154781	CCDC174	5542	2.90541784516081
ENSG00000214655	ZSWIM8	17508	2.89935649789297
ENSG00000116191	RALGPS2	2417	2.89529291086307
ENSG00000169756	LIMS1	4256	2.89363481485914
ENSG00000180891	CUEDC1	27398	2.89297327292118
ENSG00000177311	ZBTB38	6579	2.89284867689057
ENSG00000140563	MCTP2	24462	2.89225811261554
ENSG00000264198	RP11-94L15.2	26930	2.89207801245643
ENSG00000213445	SIPA1	19167	2.89198775695932
ENSG00000017621	MAGIX	13556	2.88886379143208
ENSG00000111224	PARP11	20110	2.88783086990463
ENSG00000231769	RP1-8B1.4	10933	2.88519689521133
ENSG00000166963	MAP1A	23770	2.88432944143622
ENSG00000196814	MVB12B	16554	2.88295547981277
ENSG00000150540	HNMT	4496	2.8824298391727
ENSG00000125384	PTGER2	22799	2.88142665488069
ENSG00000168610	STAT3	27056	2.88106993221471
ENSG00000106692	FKTN	16348	2.88087902051154
ENSG00000082438	COBLL1	4629	2.87703254622955
ENSG00000106003	LFNG	11856	2.87676499654328
ENSG00000061936	SFSWAP	21725	2.87439530531398
ENSG00000107485	GATA3	16965	2.87322091479335
ENSG00000159658	EFCAB14	953	2.87314535662278
ENSG00000143393	PI4KB	1871	2.87108999261777
ENSG00000108469	RECQL5	27674	2.86015716281222
ENSG00000235576	AC092580.4	3286	2.85704136757094
ENSG00000182809	CRIP2	23466	2.85486621842313
ENSG00000158769	F11R	2206	2.84920406250736
ENSG00000196227	FAM217B	29281	2.84690844443143
ENSG00000187742	SECISBP2	16178	2.84527863321139
ENSG00000167186	COQ7	24987	2.84477311060018
ENSG00000064687	ABCA7	29442	2.84302472758893
ENSG00000258512	RP11-796G6.2	23377	2.83915354927952
ENSG00000273361	RP11-378A13.2	5099	2.83813799836731
ENSG00000077984	CST7	28833	2.83756521564234
ENSG00000266473	RP11-401F2.3	27545	2.83567864059664
ENSG00000173706	HEG1	6403	2.83436484002286
ENSG00000108312	UBTF	27132	2.8327020288522
ENSG00000167380	ZNF226	30737	2.82985006673306
ENSG00000162889	MAPKAPK2	2722	2.82913547546742
ENSG00000159618	GPR114	25499	2.82506192122749
ENSG00000144589	STK11IP	5155	2.82383449694032
ENSG00000107551	RASSF4	17249	2.82255011143072
ENSG00000101695	RNF125	28207	2.81940111787829
ENSG00000149781	FERMT3	19082	2.81856211465047
ENSG00000176720	BOK	5385	2.81519734575737
ENSG00000082701	GSK3B	6348	2.81249318119868
ENSG00000172264	MACROD2	28729	2.81198066799795
ENSG00000111412	C12orf49	21498	2.80693341029952
ENSG00000105397	TYK2	29812	2.80339357154776
ENSG00000170962	PDGFD	19636	2.80313329097602
ENSG00000147144	CCDC120	13551	2.80250678326938
ENSG00000114737	CISH	5923	2.79939267025504
ENSG00000196507	TCEAL3	13869	2.79606219825055
ENSG00000109381	ELF2	8127	2.79585577551268
ENSG00000197355	UAP1L1	16827	2.79134330206807
ENSG00000196968	FUT11	17506	2.79089520935783
ENSG00000119950	MXI1	17908	2.79075553883271
ENSG00000143641	GALNT2	2979	2.78814465486122
ENSG00000224020	MIR181A2HG	16535	2.78763861277972
ENSG00000116604	MEF2D	2084	2.78744423613695
ENSG00000068028	RASSF1	5912	2.78324835218565
ENSG00000163386	NBPF10	1720	2.78051873892665
ENSG00000138835	RGS3	16423	2.77146203162448
ENSG00000237188	RP11-337C18.8	1747	2.77132228496688
ENSG00000260265	RP11-44F21.5	7714	2.77098147889153
ENSG00000106266	SNX8	11851	2.76831765493089
ENSG00000158481	CD1C	2129	2.76577736452329
ENSG00000175573	C11orf68	19184	2.7641012212951
ENSG00000123240	OPTN	16997	2.76330879888705
ENSG00000095585	BLNK	17729	2.76156089687657
ENSG00000130518	KIAA1683	30120	2.75959106471907
ENSG00000260231	JHDM1D-AS1	13003	2.75793157027034
ENSG00000039319	ZFYVE16	9125	2.75637326253254
ENSG00000172469	MANEA	11203	2.7548265436459
ENSG00000160856	FCRL3	2119	2.75360024478902
ENSG00000132359	RAP1GAP2	26115	2.75306274898055
ENSG00000137216	TMEM63B	10913	2.75160077161837
ENSG00000151778	SERP2	22000	2.75102871610387
ENSG00000100030	MAPK1	31669	2.75018240695937
ENSG00000229807	XIST	13751	2.74727901999239
ENSG00000189350	FAM179A	3551	2.74257292385137
ENSG00000065029	ZNF76	10752	2.74234960978936
ENSG00000119632	IFI27L2	23260	2.73976118608515
ENSG00000184678	HIST2H2BE	1816	2.73739409557243
ENSG00000124507	PACSIN1	10741	2.73659435560346
ENSG00000160271	RALGDS	16709	2.7354080252292
ENSG00000126870	WDR60	13226	2.73326943518369
ENSG00000020577	SAMD4A	22822	2.72824960831393
ENSG00000160219	GAB3	14264	2.72134911027987
ENSG00000104205	SGK3	14922	2.72098234722193
ENSG00000100097	LGALS1	31964	2.72054358371149
ENSG00000054523	KIF1B	234	2.72040157939916
ENSG00000189308	LIN54	7787	2.71839442431336
ENSG00000173327	MAP3K11	19165	2.71545952185565
ENSG00000102893	PHKB	25351	2.71130063641968
ENSG00000183495	EP400	21732	2.70795202282089
ENSG00000185127	C6orf120	11773	2.70651831547491
ENSG00000152133	GPATCH11	3607	2.70624015410222
ENSG00000174788	PCP2	29700	2.70487134766412
ENSG00000020256	ZFP64	29196	2.70280047103219
ENSG00000137992	DBT	1427	2.70162918542863
ENSG00000106018	VIPR2	13227	2.70033999963176
ENSG00000154957	ZNF18	26395	2.69617273781589
ENSG00000143851	PTPN7	2628	2.6946288172557
ENSG00000272382	CTD-2035E11.4	8829	2.69355617721709
ENSG00000186088	GSAP	12442	2.68855021742317
ENSG00000171476	HOPX	7587	2.68732864475628
ENSG00000136856	SLC2A8	16566	2.68612964421787
ENSG00000231680	AP003774.6	19103	2.68612487260006
ENSG00000164080	RAD54L2	5930	2.68381420890678
ENSG00000160710	ADAR	2008	2.68276683602333
ENSG00000188033	ZNF490	29897	2.6827235747987
ENSG00000169105	CHST14	23690	2.68203275138997
ENSG00000121274	PAPD5	25382	2.67971420147856
ENSG00000100811	YY1	23341	2.67958788788957
ENSG00000152689	RASGRP3	3587	2.67787545598126
ENSG00000068654	POLR1A	4053	2.67629953580503
ENSG00000100124	ANKRD54	31970	2.67481807683004
ENSG00000164916	FOXK1	11870	2.67400362892007
ENSG00000197785	ATAD3A	80	2.67366643367529
ENSG00000171298	GAA	27787	2.67326068367256
ENSG00000086289	EPDR1	12168	2.67302668772423
ENSG00000123200	ZC3H13	22021	2.67204299816481
ENSG00000101350	KIF3B	28886	2.6705567454495
ENSG00000100181	TPTEP1	31541	2.67051643219107
ENSG00000167077	MEI1	32070	2.66602448870994
ENSG00000142694	EVA1B	759	2.66520147586858
ENSG00000186575	NF2	31806	2.66447852061445
ENSG00000236859	NIFK-AS1	4384	2.66258123015085
ENSG00000108039	XPNPEP1	17905	2.66183010959665
ENSG00000105370	LIM2	31077	2.65947093683958
ENSG00000235162	C12orf75	21345	2.65770478652214
ENSG00000196684	HSH2D	30031	2.65638684720408
ENSG00000074755	ZZEF1	26151	2.65469791520158
ENSG00000244041	LINC01011	10194	2.65290362246995
ENSG00000230590	FTX	13754	2.65269359008502
ENSG00000197081	IGF2R	11689	2.65199777906463
ENSG00000112561	TFEB	10838	2.65187000229348
ENSG00000115687	PASK	5375	2.65174731834626
ENSG00000197879	MYO1C	26073	2.6485117822519
ENSG00000116990	MYCL	817	2.64768569558147
ENSG00000197386	HTT	7209	2.64620264396053
ENSG00000167775	CD320	29731	2.64441816737122
ENSG00000144028	SNRNP200	4111	2.64030503504689
ENSG00000124126	PREX1	29154	2.6359670739769
ENSG00000165525	NEMF	22752	2.63510597447067
ENSG00000166825	ANPEP	24397	2.63282190919084
ENSG00000005243	COPZ2	27239	2.63261087350382
ENSG00000198933	TBKBP1	27222	2.63244807471085
ENSG00000143322	ABL2	2421	2.63167475043808
ENSG00000185950	IRS2	22315	2.629651144834
ENSG00000040933	INPP4A	4139	2.62909251563167
ENSG00000060339	CCAR1	17419	2.62835816522323
ENSG00000235802	HCFC1-AS1	14234	2.62626645188676
ENSG00000141446	ESCO1	28116	2.62452345329598
ENSG00000138185	ENTPD1	17721	2.62343272398965
ENSG00000155254	MARVELD1	17761	2.62148297739385
ENSG00000261609	GAN	25849	2.6204404388875
ENSG00000132205	EMILIN2	27950	2.61817152855624
ENSG00000123146	CD97	29976	2.6172398417575
ENSG00000177000	MTHFR	267	2.61452801313762
ENSG00000164221	CCDC112	9349	2.61397958937273
ENSG00000060749	QSER1	18634	2.6121797990886
ENSG00000270195	RP11-572O17.1	7182	2.61204135111826
ENSG00000184207	PGP	24699	2.61165407810901
ENSG00000173611	SCAI	16542	2.60851041130133
ENSG00000205593	DENND6B	32206	2.60833897002916
ENSG00000116731	PRDM2	317	2.60613560091447
ENSG00000136929	HEMGN	16285	2.60569284805934
ENSG00000156127	BATF	23085	2.60350052911849
ENSG00000224505	AC002117.1	27170	2.60261415536885
ENSG00000118046	STK11	29447	2.59905757753094
ENSG00000151687	ANKAR	4839	2.59535513977142
ENSG00000065534	MYLK	6392	2.59419427477371
ENSG00000184992	BRI3BP	21652	2.59248472586142
ENSG00000224023	RP11-383C5.4	18049	2.58542196568503
ENSG00000101191	DIDO1	29327	2.58443935042655
ENSG00000254087	LYN	14827	2.58432558856863
ENSG00000149187	CELF1	18778	2.58184269922117
ENSG00000103549	RNF40	25238	2.58118899263162
ENSG00000169682	SPNS1	25146	2.5807734901844
ENSG00000167703	SLC43A2	26077	2.57914489836645
ENSG00000184205	TSPYL2	13621	2.57771313445799
ENSG00000226816	AC005082.12	12024	2.57640772152888
ENSG00000112679	DUSP22	10164	2.57513093205119
ENSG00000205045	SLFN12L	26806	2.5749451565251
ENSG00000231473	LINC00441	22042	2.57481693169652
ENSG00000138758	SEPT11	7746	2.57048884462648
ENSG00000073169	SELO	32197	2.57041928084402
ENSG00000014216	CAPN1	19145	2.56925572519663
ENSG00000119655	NPC2	23057	2.5664504225517
ENSG00000177426	TGIF1	27963	2.56610961594629
ENSG00000049247	UTS2	200	2.56520028540632
ENSG00000126903	SLC10A3	14257	2.5642743172546
ENSG00000121060	TRIM25	27384	2.56197112352401
ENSG00000109189	USP46	7540	2.5586549527443
ENSG00000133067	LGR6	2629	2.55704707175117
ENSG00000114796	KLHL24	6923	2.55568998151308
ENSG00000146909	NOM1	13204	2.554688915158
ENSG00000141699	FAM134C	27065	2.55125109079649
ENSG00000159348	CYB5R1	2643	2.55003036319074
ENSG00000235750	KIAA0040	2394	2.5495688509912
ENSG00000135250	SRPK2	12718	2.54894999006015
ENSG00000090339	ICAM1	29802	2.54795536038411
ENSG00000163872	YEATS2	6924	2.54783146263957
ENSG00000267710	AC006116.20	31301	2.54613514698341
ENSG00000071205	ARHGAP10	8205	2.54007774126741
ENSG00000124256	ZBP1	29247	2.5384107734384
ENSG00000178821	TMEM52	98	2.53828824780246
ENSG00000172889	EGFL7	16790	2.53664219820883
ENSG00000183918	SH2D1A	14010	2.53620432008617
ENSG00000167705	RILP	26079	2.53410879125951
ENSG00000040608	RTN4R	31616	2.53377865226479
ENSG00000163235	TGFA	3907	2.53306326962773
ENSG00000227372	TP73-AS1	145	2.53214996038341
ENSG00000175764	TTLL11	16486	2.53061300705373
ENSG00000163703	CRELD1	5484	2.5300880086269
ENSG00000067064	IDI1	16878	2.52836671873048
ENSG00000196924	FLNA	14246	2.52819587531024
ENSG00000168734	PKIG	29065	2.52752342846665
ENSG00000065613	SLK	17884	2.52601352939384
ENSG00000107242	PIP5K1B	16056	2.52580819921306
ENSG00000140750	ARHGAP17	25088	2.52506735386134
ENSG00000004399	PLXND1	6475	2.52333843361406
ENSG00000131748	STARD3	26923	2.52124169395115
ENSG00000162645	GBP2	1330	2.52055242243333
ENSG00000138593	SECISBP2L	23849	2.51955335825169
ENSG00000206535	LNP1	6205	2.51833517546256
ENSG00000178685	PARP10	15564	2.51833039842063
ENSG00000180758	GPR157	216	2.51832676300647
ENSG00000198837	DENND4B	1982	2.5181388873437
ENSG00000181804	SLC9A9	6604	2.51723850109704
ENSG00000166887	VPS39	23742	2.51672190633903
ENSG00000165113	GKAP1	16136	2.51573088303251
ENSG00000204371	EHMT2	10645	2.51398352891084
ENSG00000205559	CHKB-AS1	32226	2.51260671139421
ENSG00000112182	BACH2	11190	2.51239908786356
ENSG00000141569	TRIM65	27689	2.51224042140312
ENSG00000100266	PACSIN2	32101	2.5111022166069
ENSG00000262758	CTD-3195I5.1	26145	2.51104831883943
ENSG00000160305	DIP2A	32694	2.51065421690799
ENSG00000135636	DYSF	3928	2.50609210473654
ENSG00000261971	RP11-473M20.7	24757	2.50425520754758
ENSG00000180596	HIST1H2BC	10420	2.50381969465613
ENSG00000166189	HPS6	17839	2.50134188836192
ENSG00000178623	GPR35	5361	2.49883211499618
ENSG00000129282	MRM1	26857	2.49818869364748
ENSG00000001167	NFYA	10827	2.49477965691524
ENSG00000170545	SMAGP	20691	2.49414382377584
ENSG00000270361	RP11-307C12.13	2012	2.49272110379145
ENSG00000099942	CRKL	31640	2.49045725751097
ENSG00000196586	MYO6	11099	2.4903974171214
ENSG00000145391	SETD7	8133	2.49000053001283
ENSG00000232998	VPS13A-AS1	16107	2.48981294844772
ENSG00000185753	CXorf38	13458	2.48757868785792
ENSG00000182150	ERCC6L2	16254	2.48755222453283
ENSG00000237765	FAM200B	7341	2.48731330595841
ENSG00000270022	RNU12	32096	2.48715802599569
ENSG00000137166	FOXP4	10836	2.48640401892883
ENSG00000135473	PAN2	20894	2.48469776141139
ENSG00000205560	CPT1B	32223	2.48427814661218
ENSG00000064886	CHI3L2	1556	2.48414184211115
ENSG00000109171	SLAIN2	7526	2.48305390289071
ENSG00000224470	ATXN1L	25732	2.48283907958923
ENSG00000110002	VWA5A	19908	2.4824223658686
ENSG00000116903	EXOC8	2998	2.48041237320891
ENSG00000137070	IL11RA	15863	2.47848686247643
ENSG00000090615	GOLGA3	21754	2.47788909564885
ENSG00000073614	KDM5A	20064	2.47654039994252
ENSG00000114302	PRKAR2A	5847	2.46928899532241
ENSG00000196110	ZNF699	29764	2.46888931837268
ENSG00000157306	RP11-66N24.4	22532	2.46577066193643
ENSG00000118369	USP35	19477	2.46530757527309
ENSG00000164136	IL15	8154	2.46330263262448
ENSG00000172116	CD8B	4066	2.46277224685796
ENSG00000005810	MYCBP2	22163	2.4615215392839
ENSG00000136305	CIDEB	22573	2.45797450594
ENSG00000176108	CHMP6	27803	2.45627917314894
ENSG00000106263	EIF3B	11852	2.45405635161495
ENSG00000177200	CHD9	25423	2.44771703128388
ENSG00000105643	ARRDC2	30109	2.44730543859256
ENSG00000256683	ZNF350	31106	2.4462218229315
ENSG00000140943	MBTPS1	25877	2.44614337534312
ENSG00000007520	TSR3	24637	2.44537380121683
ENSG00000078674	PCM1	14470	2.44350012669417
ENSG00000138594	TMOD3	23884	2.44336992429508
